age;job;education;marital;default;balance;housing;loan;previous;y
33;management;tertiary;single;no;21096;yes;no;0;no
28;services;secondary;married;no;3019;no;no;0;no
38;blue-collar;primary;married;no;-537;yes;no;0;no
44;blue-collar;primary;married;yes;-119;yes;no;0;no
39;technician;secondary;married;no;-295;yes;no;0;no
53;management;tertiary;single;no;6525;yes;no;0;no
30;blue-collar;secondary;married;no;171;yes;no;0;no
28;blue-collar;primary;married;no;-511;yes;no;0;no
26;technician;secondary;single;no;2610;yes;yes;0;no
48;unemployed;primary;married;no;1849;yes;no;0;no
58;retired;tertiary;married;no;2084;yes;no;0;no
33;admin.;secondary;married;no;471;yes;no;0;no
29;technician;tertiary;married;no;2998;no;no;0;no
42;management;unknown;single;no;342;yes;no;0;no
45;blue-collar;primary;married;no;816;yes;no;0;no
28;management;tertiary;single;no;6321;yes;no;0;no
54;self-employed;primary;single;no;277;yes;no;0;no
46;technician;secondary;married;no;-205;yes;no;0;no
29;blue-collar;secondary;single;no;1492;yes;no;0;no
59;blue-collar;secondary;married;no;475;yes;yes;0;no
34;management;secondary;single;no;1105;yes;yes;0;yes
36;blue-collar;secondary;married;no;63;yes;no;0;no
33;admin.;secondary;married;no;0;yes;no;0;no
32;blue-collar;primary;single;no;415;yes;no;0;no
35;blue-collar;secondary;married;no;53;yes;no;0;yes
45;services;secondary;married;no;-158;yes;no;0;no
53;blue-collar;secondary;single;no;-711;yes;no;0;no
39;technician;tertiary;single;no;2617;yes;no;0;yes
38;housemaid;secondary;single;no;113;yes;no;0;no
32;blue-collar;secondary;single;no;-691;yes;yes;0;no
42;technician;secondary;single;no;-887;no;no;0;no
30;blue-collar;secondary;married;no;194;yes;no;0;no
31;blue-collar;primary;married;no;2198;no;no;0;no
31;technician;secondary;single;no;1170;yes;no;0;no
41;blue-collar;primary;married;no;1905;yes;no;0;no
35;services;secondary;married;no;532;yes;no;0;no
40;blue-collar;primary;married;no;2635;yes;no;0;no
49;services;secondary;single;no;180;yes;yes;0;no
31;technician;secondary;single;no;4040;yes;no;0;no
32;blue-collar;primary;married;no;2;yes;no;0;no
58;technician;secondary;married;no;2073;no;no;0;no
32;blue-collar;secondary;married;no;0;yes;no;0;no
42;entrepreneur;secondary;married;no;-480;yes;yes;0;no
39;housemaid;secondary;single;no;4136;yes;no;0;no
36;blue-collar;secondary;married;yes;-2;no;no;0;no
42;blue-collar;secondary;married;no;4;yes;yes;0;no
27;technician;secondary;married;no;1;yes;no;0;no
35;management;tertiary;married;no;2387;yes;yes;0;no
38;blue-collar;primary;married;no;1495;yes;no;0;no
31;admin.;tertiary;married;no;-218;yes;no;0;no
31;blue-collar;secondary;married;no;-617;yes;no;0;no
30;unemployed;secondary;married;no;500;yes;no;0;no
33;technician;tertiary;married;no;2364;yes;no;0;no
35;services;secondary;married;no;456;yes;yes;0;no
51;blue-collar;unknown;married;no;0;no;no;0;no
47;admin.;primary;married;no;68;yes;no;0;no
36;management;tertiary;married;no;5195;yes;no;0;no
34;blue-collar;primary;single;no;1090;yes;no;0;no
37;admin.;secondary;married;no;673;yes;no;0;no
40;entrepreneur;unknown;married;no;2418;yes;yes;0;no
33;admin.;primary;married;no;1416;yes;no;0;no
35;blue-collar;primary;married;no;828;no;no;0;no
58;retired;secondary;married;no;1604;yes;no;0;no
28;admin.;tertiary;single;no;1540;yes;no;0;no
36;management;tertiary;single;no;0;yes;no;0;no
41;admin.;secondary;married;no;-18;yes;yes;0;no
41;admin.;secondary;married;no;-106;yes;no;0;no
43;management;tertiary;married;no;1;yes;yes;0;no
59;blue-collar;secondary;single;no;104;yes;no;0;no
43;management;unknown;married;no;498;yes;no;0;no
43;blue-collar;primary;married;no;7343;yes;no;0;no
50;blue-collar;primary;single;no;33;yes;no;0;no
58;admin.;secondary;single;no;3496;yes;no;0;yes
39;blue-collar;primary;married;no;592;yes;no;0;no
55;unemployed;secondary;single;yes;1108;yes;yes;0;no
44;blue-collar;secondary;married;no;-292;yes;no;0;no
35;technician;secondary;married;no;1708;yes;no;0;yes
48;blue-collar;primary;married;no;235;yes;no;0;no
37;blue-collar;unknown;married;no;-1050;yes;no;0;no
31;admin.;secondary;single;no;2398;yes;no;0;no
33;technician;tertiary;married;no;5234;no;no;0;no
37;blue-collar;secondary;single;no;954;yes;no;0;no
33;student;tertiary;single;no;3404;yes;no;0;no
23;blue-collar;secondary;married;no;27;yes;no;0;no
33;blue-collar;secondary;married;no;6285;yes;no;0;yes
49;blue-collar;primary;married;no;355;yes;no;0;no
51;entrepreneur;secondary;single;no;0;yes;yes;0;no
43;blue-collar;secondary;single;no;4309;yes;no;0;no
49;management;tertiary;married;no;696;yes;no;0;no
39;services;secondary;married;no;-718;yes;no;0;no
38;blue-collar;primary;single;no;-854;yes;no;0;yes
42;management;secondary;single;no;12282;yes;no;0;yes
29;management;secondary;single;no;0;yes;no;0;no
31;blue-collar;secondary;married;yes;-575;yes;no;0;no
39;management;primary;married;no;13;no;no;0;no
42;admin.;secondary;married;no;6445;yes;no;0;no
40;unemployed;secondary;married;no;1960;yes;no;0;no
42;blue-collar;secondary;married;no;130;no;no;0;no
52;technician;secondary;married;no;930;yes;no;0;no
28;blue-collar;secondary;single;no;5149;yes;no;0;no
29;blue-collar;secondary;married;no;260;yes;no;0;no
44;management;tertiary;married;yes;-411;yes;no;0;no
23;services;secondary;married;no;342;yes;no;0;no
35;management;tertiary;married;no;2529;yes;no;0;no
41;services;tertiary;married;no;412;yes;no;0;no
60;technician;secondary;single;no;11615;yes;no;0;no
37;admin.;secondary;married;no;-165;yes;no;0;no
36;management;tertiary;married;no;3139;no;no;0;no
31;technician;secondary;single;no;674;yes;yes;0;no
39;blue-collar;primary;married;no;-360;yes;no;0;no
46;services;primary;single;no;43;yes;no;0;no
30;entrepreneur;secondary;married;no;265;yes;yes;0;no
45;admin.;secondary;married;no;-121;yes;no;0;no
47;services;secondary;married;no;344;yes;no;0;no
54;admin.;secondary;married;no;2423;no;no;0;no
51;technician;secondary;married;no;1186;yes;no;0;no
31;admin.;secondary;married;no;7634;yes;yes;0;no
36;management;tertiary;single;no;0;yes;no;0;no
31;blue-collar;secondary;married;no;-446;no;no;0;no
39;blue-collar;secondary;married;no;277;yes;no;0;no
38;blue-collar;secondary;married;no;648;yes;no;0;no
49;admin.;secondary;married;no;-1193;yes;yes;0;no
58;management;tertiary;married;no;107;yes;no;0;no
28;services;secondary;married;no;468;yes;yes;0;no
43;blue-collar;primary;single;no;-872;yes;yes;0;no
55;services;secondary;single;no;1695;yes;no;0;yes
31;technician;secondary;single;no;-292;yes;yes;0;no
52;blue-collar;primary;married;no;196;yes;yes;0;no
35;technician;tertiary;single;no;914;no;no;0;no
41;admin.;secondary;married;no;734;yes;no;0;no
25;admin.;secondary;married;no;120;yes;no;0;no
37;management;tertiary;single;no;1125;yes;no;0;no
31;technician;tertiary;married;no;1166;yes;no;0;no
34;blue-collar;secondary;married;no;13683;yes;no;0;no
32;services;secondary;single;yes;-790;yes;no;0;no
46;technician;secondary;single;no;231;yes;no;0;no
30;admin.;secondary;married;no;3809;yes;no;0;yes
42;management;tertiary;single;no;255;yes;yes;0;no
33;services;secondary;single;no;34;yes;yes;0;no
32;technician;secondary;married;no;1279;yes;no;0;yes
38;management;tertiary;married;yes;-562;yes;no;0;no
30;admin.;secondary;married;yes;-938;yes;no;0;no
29;technician;tertiary;married;no;2893;yes;no;0;no
43;blue-collar;primary;married;no;-120;yes;no;0;yes
41;blue-collar;secondary;married;no;-256;yes;no;0;no
30;unemployed;secondary;single;no;-306;yes;no;0;yes
42;technician;unknown;married;no;344;yes;no;0;no
37;technician;secondary;married;no;1772;no;no;0;no
31;unemployed;secondary;married;no;86;yes;yes;0;no
26;services;secondary;married;no;92;yes;no;0;no
25;blue-collar;secondary;married;no;2096;yes;no;0;no
51;management;tertiary;married;no;1355;yes;no;0;no
30;technician;secondary;married;no;418;yes;no;0;yes
30;admin.;secondary;married;no;457;yes;no;0;no
28;admin.;secondary;married;no;1323;yes;no;0;no
27;management;tertiary;married;no;450;yes;no;0;no
26;admin.;secondary;married;no;317;yes;no;0;no
54;blue-collar;unknown;single;no;1545;yes;no;0;no
25;blue-collar;primary;married;yes;-589;yes;no;0;no
26;technician;secondary;single;no;3070;yes;no;0;no
27;blue-collar;secondary;married;no;446;yes;no;0;no
29;blue-collar;secondary;married;no;-475;yes;no;0;no
21;unemployed;secondary;married;no;2062;yes;no;0;no
25;admin.;tertiary;married;no;407;yes;no;0;no
44;services;secondary;married;no;646;yes;no;0;no
35;admin.;secondary;married;no;182;yes;no;0;no
28;blue-collar;secondary;married;no;0;yes;yes;0;no
42;technician;secondary;married;no;-129;yes;no;0;no
29;technician;primary;married;no;1761;yes;no;0;no
30;services;secondary;married;no;227;no;yes;0;no
43;technician;secondary;married;no;463;no;no;0;no
54;management;tertiary;married;no;0;yes;no;0;no
41;blue-collar;secondary;single;no;948;yes;no;0;no
36;housemaid;primary;married;no;191;yes;no;0;no
42;blue-collar;primary;married;no;187;yes;no;0;no
42;services;secondary;married;no;3689;yes;no;0;no
36;technician;tertiary;married;no;743;yes;no;0;no
52;management;tertiary;married;no;575;no;no;0;no
40;blue-collar;secondary;married;no;-605;yes;yes;0;no
39;unemployed;secondary;married;no;0;yes;no;0;no
49;blue-collar;primary;married;no;2068;yes;no;0;no
41;self-employed;secondary;single;no;2812;yes;no;0;yes
48;technician;secondary;married;no;-154;no;no;0;no
50;management;tertiary;single;no;1854;yes;yes;0;no
44;admin.;secondary;married;no;776;yes;no;0;no
45;technician;secondary;married;no;4466;yes;no;0;no
49;management;tertiary;single;no;9326;yes;no;0;yes
34;admin.;secondary;married;no;220;yes;no;0;no
46;blue-collar;primary;single;no;596;yes;no;0;no
38;technician;secondary;married;no;12926;yes;no;0;no
48;services;secondary;married;no;2877;yes;no;0;no
47;blue-collar;primary;married;no;-127;yes;no;0;no
58;retired;secondary;single;no;3909;yes;no;0;no
45;blue-collar;secondary;married;no;784;yes;yes;0;no
38;management;tertiary;single;no;1221;yes;no;0;no
37;management;tertiary;single;no;1449;no;no;0;yes
37;blue-collar;primary;married;no;1534;yes;no;0;no
37;self-employed;tertiary;single;no;1510;yes;no;0;no
40;self-employed;secondary;single;yes;-754;yes;yes;0;no
23;services;secondary;married;no;1309;yes;no;0;no
38;blue-collar;secondary;married;no;205;yes;no;0;no
43;entrepreneur;secondary;married;no;3862;yes;no;0;no
55;admin.;secondary;married;no;873;yes;yes;0;no
53;blue-collar;primary;married;no;358;yes;no;0;no
42;entrepreneur;secondary;married;no;2869;yes;no;0;no
48;management;tertiary;married;no;1669;yes;no;0;no
36;blue-collar;secondary;single;no;13;no;no;0;no
45;retired;primary;single;no;0;no;no;0;no
28;entrepreneur;secondary;single;no;1734;yes;no;0;no
37;management;tertiary;single;no;0;yes;no;0;no
40;retired;secondary;married;no;1734;yes;no;0;no
44;blue-collar;secondary;married;no;3813;yes;no;0;no
44;technician;secondary;married;no;497;yes;no;0;no
38;services;secondary;single;no;823;yes;no;0;no
38;blue-collar;secondary;single;no;769;yes;no;0;no
43;entrepreneur;secondary;single;no;0;no;no;0;no
37;blue-collar;secondary;single;no;67;no;no;0;no
37;blue-collar;secondary;married;yes;-399;yes;yes;0;no
58;services;primary;single;no;943;yes;no;0;no
40;self-employed;primary;married;no;435;yes;yes;0;no
35;blue-collar;secondary;married;no;412;yes;no;0;no
26;management;tertiary;married;no;-630;yes;yes;0;no
34;blue-collar;unknown;married;no;6141;yes;no;0;no
46;blue-collar;secondary;single;no;572;yes;no;0;no
37;blue-collar;primary;married;no;907;yes;no;0;no
24;blue-collar;secondary;single;no;1073;yes;no;0;no
33;services;secondary;married;no;334;yes;no;0;no
32;technician;secondary;single;no;471;yes;no;0;no
36;blue-collar;secondary;married;no;16402;yes;no;0;no
48;services;secondary;single;no;4408;yes;no;0;no
57;retired;secondary;single;no;519;yes;no;0;no
39;unemployed;secondary;married;no;270;yes;no;0;no
31;blue-collar;primary;single;no;746;yes;yes;0;no
35;services;secondary;married;no;-269;yes;no;0;no
30;management;tertiary;married;no;218;no;no;0;no
32;management;tertiary;single;no;12686;yes;no;0;no
39;blue-collar;primary;married;no;572;yes;yes;0;no
38;technician;secondary;single;no;27;yes;no;0;no
37;services;secondary;married;no;0;yes;no;0;no
30;admin.;secondary;single;no;-366;yes;yes;0;no
35;management;tertiary;married;no;4788;yes;no;0;no
49;blue-collar;secondary;married;no;-581;yes;no;0;no
30;blue-collar;primary;married;no;346;yes;no;0;no
23;blue-collar;secondary;single;no;1311;yes;no;0;no
32;admin.;secondary;single;no;725;yes;no;0;no
27;management;secondary;married;no;178;yes;no;0;no
30;management;tertiary;single;no;2186;yes;no;0;no
32;management;tertiary;married;no;974;yes;no;0;no
31;admin.;secondary;married;no;1588;yes;no;0;no
32;services;secondary;married;no;1464;yes;no;0;no
32;blue-collar;secondary;married;no;931;yes;no;0;no
30;management;tertiary;married;no;149;yes;no;0;no
35;blue-collar;secondary;single;no;11;no;no;0;yes
37;technician;secondary;married;no;466;yes;no;0;yes
30;management;tertiary;single;no;234;yes;no;0;no
46;blue-collar;secondary;married;no;243;yes;no;0;no
32;management;secondary;married;no;-107;yes;no;0;no
34;management;tertiary;single;no;618;yes;no;0;no
33;services;secondary;single;no;6531;yes;no;0;no
59;management;tertiary;married;no;202;yes;no;0;no
30;services;secondary;married;no;0;yes;yes;0;no
31;admin.;secondary;married;no;527;yes;no;0;no
40;blue-collar;primary;single;no;1698;yes;yes;0;no
31;admin.;secondary;married;no;2104;yes;no;0;no
31;technician;tertiary;married;yes;859;yes;no;0;no
33;technician;secondary;married;no;1021;yes;no;0;no
27;admin.;secondary;married;no;691;yes;no;0;no
31;admin.;primary;married;no;-263;yes;no;0;no
29;services;secondary;married;no;498;yes;no;0;no
44;admin.;tertiary;married;no;1588;yes;no;0;no
36;blue-collar;secondary;married;no;35;yes;no;0;no
37;management;secondary;married;no;341;no;no;0;no
24;admin.;secondary;married;no;66;yes;no;0;no
51;self-employed;secondary;married;no;1291;yes;no;0;no
32;blue-collar;secondary;married;no;1780;yes;yes;0;no
36;technician;tertiary;single;no;1762;yes;no;0;yes
30;services;secondary;single;no;167;yes;no;0;yes
47;admin.;secondary;married;no;0;no;no;0;no
37;services;secondary;married;no;278;yes;no;0;no
27;blue-collar;secondary;single;no;818;yes;no;0;no
32;admin.;secondary;married;no;277;yes;no;0;no
47;management;tertiary;married;no;-478;yes;no;0;no
45;blue-collar;secondary;married;no;-221;yes;yes;0;no
28;blue-collar;secondary;single;no;269;yes;no;0;no
53;entrepreneur;unknown;married;no;4736;yes;no;0;no
45;management;tertiary;married;no;1373;yes;no;0;no
33;management;tertiary;married;no;3456;yes;no;0;no
41;blue-collar;secondary;married;no;47;yes;no;0;no
28;blue-collar;secondary;married;no;217;yes;no;0;no
35;technician;tertiary;married;no;2188;yes;no;0;no
47;management;tertiary;married;no;17964;yes;no;0;no
27;services;secondary;married;no;3110;yes;no;0;no
30;blue-collar;secondary;married;no;855;yes;no;0;no
40;management;tertiary;married;no;1820;yes;yes;0;no
34;blue-collar;secondary;married;no;-42;yes;yes;0;no
39;self-employed;tertiary;married;no;1132;yes;no;0;no
26;services;secondary;married;no;76;yes;no;0;no
27;entrepreneur;tertiary;single;no;512;yes;yes;0;no
45;blue-collar;secondary;single;no;7858;yes;no;0;no
43;entrepreneur;tertiary;married;no;2589;no;no;0;no
34;management;tertiary;single;no;340;yes;no;0;no
30;entrepreneur;tertiary;single;no;-63;yes;no;0;no
45;blue-collar;primary;married;no;147;yes;no;0;yes
43;admin.;secondary;single;no;429;yes;yes;0;no
48;services;secondary;married;no;3778;yes;no;0;no
25;technician;secondary;single;no;-80;yes;yes;0;no
35;blue-collar;unknown;married;no;56;yes;no;0;no
29;housemaid;secondary;single;no;243;yes;no;0;no
38;services;primary;married;no;-93;yes;no;0;no
39;blue-collar;secondary;single;no;203;yes;no;0;yes
24;blue-collar;unknown;married;no;431;yes;no;0;no
43;technician;tertiary;single;no;27733;yes;no;0;no
28;services;secondary;married;no;3575;yes;no;0;no
35;services;secondary;single;no;-437;yes;no;0;no
31;services;secondary;married;no;124;yes;no;0;no
23;services;secondary;single;no;425;yes;no;0;no
40;blue-collar;primary;single;no;919;yes;no;0;no
38;management;tertiary;married;no;1602;yes;no;0;no
32;blue-collar;secondary;married;no;478;yes;no;0;no
26;technician;tertiary;single;no;-488;yes;no;0;no
25;management;primary;married;no;168;yes;no;0;no
31;entrepreneur;tertiary;married;no;0;no;no;0;no
32;technician;secondary;married;no;258;no;no;0;no
43;blue-collar;primary;married;no;25;yes;no;0;yes
39;entrepreneur;tertiary;married;no;208;yes;no;0;no
36;blue-collar;secondary;single;no;-100;yes;no;0;no
26;blue-collar;secondary;married;yes;-36;yes;no;0;yes
44;services;secondary;married;no;-1621;yes;yes;0;no
47;blue-collar;primary;married;no;126;yes;no;0;no
40;blue-collar;primary;married;no;0;yes;no;0;no
44;technician;secondary;married;no;8938;yes;no;0;no
30;management;tertiary;married;no;7845;yes;no;0;no
34;blue-collar;primary;married;no;765;yes;no;0;no
37;services;secondary;single;no;1325;no;no;0;no
30;management;tertiary;married;no;1476;yes;yes;0;no
44;admin.;secondary;married;no;399;yes;yes;0;no
31;management;tertiary;married;no;-24;yes;yes;0;no
41;services;secondary;married;no;146;yes;yes;0;no
35;blue-collar;secondary;married;no;0;yes;no;0;no
38;blue-collar;primary;married;no;0;yes;no;0;no
31;blue-collar;secondary;married;no;60;yes;no;0;no
54;services;secondary;married;no;559;yes;yes;0;no
35;technician;tertiary;married;no;692;yes;no;0;no
49;admin.;secondary;married;no;0;yes;yes;0;no
26;blue-collar;secondary;married;no;17891;yes;no;0;yes
28;blue-collar;primary;married;no;459;yes;yes;0;no
32;management;tertiary;married;no;156;yes;no;0;no
33;unemployed;unknown;married;no;170;yes;no;0;no
27;blue-collar;secondary;single;no;6010;yes;no;0;no
31;blue-collar;secondary;married;no;-306;no;no;0;no
42;management;tertiary;married;no;461;yes;no;0;yes
39;admin.;secondary;married;no;1078;no;no;0;no
34;management;tertiary;married;no;912;yes;no;0;no
